Eigvals	37
1.76919554975	1.47578492475	1.29771235906	1.04783695588	0.739343310188	0.719793503936	0.709187051328	0.616723745946	0.568771608964	0.551250400636	0.51528176188	0.447535552222	0.436353022979	0.403463733253	0.377306420094	0.340813876451	0.299585884346	0.248478123361	0.224667481041	0.167234338887	0.141401591052	0.118795874988	0.0872301131913	0.078144019571	0.0406879784068	0.00911511728933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	37
0.131717973199	0.10987332587	0.0966156860132	0.0780122695259	0.0550446796736	0.05358918152	0.052799522943	0.0459155585435	0.0423454849614	0.0410410174879	0.0383631245911	0.0333193670318	0.0324868191049	0.0300381861184	0.0280907539795	0.0253738559598	0.0223044001499	0.0184993879269	0.0167266672418	0.0124507255122	0.010527457512	0.00884444451601	0.00649434920469	0.00581788252687	0.00302925137363	0.000678627512368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	37	37
Hungarian	-0.1712838107	-0.29182504209	0.0408050383364	0.0262050236281	0.215642943805	-0.0851278192344	0.321009583946	-0.149004364074	-0.192315829848	-0.00984076748603	-0.134056621911	-0.0185878630238	-0.0328237275848	0.242599655967	0.131086143043	-0.0347226671427	0.0900710551561	-0.0857363773237	-0.0125608617599	0.0157263358844	0.042100646364	-0.0186682904654	0.0256183983968	-0.0307973049344	-0.0411358816535	-0.00166584128213	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Norwegian	-0.507584951739	0.0232358983871	-0.181686270245	0.133278108583	-0.191222836848	0.18880516353	0.0206917377276	-0.0883658421588	-0.126046384885	0.00202203323237	0.043785902155	0.0915291621187	-0.0293061523629	0.115042917289	0.00761916272369	-0.0100026379585	-0.0277956339058	-0.046083587416	0.0418860067845	0.0107711497485	0.0253774512151	0.0138568291572	-0.101480415212	-0.0499174866159	0.0121996018257	0.0184470722601	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Welsh	-0.161337605326	-0.0578515691396	0.183845044841	0.0495387244185	-0.107073747398	-0.16744112875	-0.0758698719841	0.159433783901	-0.102047590814	-0.0350723227664	0.247426030772	0.159861243738	0.276678689886	-0.0454648212902	0.110233816441	-0.0751161545719	-0.0148524751769	-0.0689848507854	0.191109356973	-0.08321727893	-0.0701947533214	-0.0196622220785	0.0631592041001	-0.0092499783697	-0.0171948188616	-0.014904750986	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lithuanian	-0.0488940969836	0.0424617431652	0.107078926069	0.100511958684	-0.0451747056436	-0.153439726393	0.00497897701857	0.0128636922611	0.324591383364	-0.344813788198	-0.106192366839	0.250219278093	0.0249580491507	0.0348769420006	0.0167081389083	0.151667951942	0.0309864264973	0.00379641674291	-0.0545807640414	0.0512664882054	0.080068846076	-0.0352562515876	-0.0170050340079	0.0241889422549	0.0433530498171	-0.0235023613507	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
French	0.283910918001	0.00916719115382	-0.0697054157942	-0.185213708648	-0.179076530086	-0.0855164433703	-0.0596738596021	-0.105021081204	0.113270165148	0.0891244157474	0.0137305508837	0.121199147845	-0.11635268709	0.0438879681512	0.0722700803282	-0.0197535427681	-0.08902957883	-0.112377034399	-0.0740075437521	0.0277551329011	-0.0577660339663	-0.0518032737097	0.0619305144135	0.0822043701638	-0.0167127087128	0.0294731315685	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catalan	0.274884865804	-0.269195160754	0.12536417567	-0.0811782197312	-0.224291790926	-0.0944672891046	-0.149808570532	-0.146583640489	-0.0381160364606	-0.0595859675753	0.0135320706473	-0.146762484109	0.0407974034767	0.160327912829	-0.0829444554223	-0.0538030811975	0.0621366766808	0.0354210425764	-0.107275382154	-0.0336300879334	-0.0491899511399	0.00565027406217	0.0370865213632	-0.0593535974178	0.00908353108258	-0.0174898550428	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Maltese	-0.228660185147	0.00898932540519	0.0589698807858	0.0112261219376	0.0488537839104	-0.0171465200711	0.317413381895	-0.103416256151	0.256624144517	-0.162562176329	0.00151654485866	-0.249778245207	0.0759326694725	-0.189152170883	0.0821185497537	-0.0616268303096	0.12144002965	0.0353613527572	-0.0167045175935	-0.0313116139827	-0.0755024740596	-0.050816358821	0.0164703010318	-0.0055637354138	0.0178348693672	0.0217242585177	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Afrikaans	-0.0669987558132	0.247534909218	-0.238014312297	-0.117131553798	0.141961565668	-0.108288618801	-0.0856710665367	-0.00852603441593	-0.117623659548	-0.0125482933511	0.0836166167002	-0.0161664016072	0.0382644556176	0.0442153859119	-0.259601927654	0.0400828656946	0.00936216403851	0.115390933943	-0.045226765367	-0.108044307887	-0.0502802541583	-0.0615799736038	-0.0559246338774	-0.033895153292	0.0418150210159	0.00848367331796	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scots Gaelic	-0.189869212367	-0.223585115523	0.152605683566	-0.40547285342	0.141900588937	0.131080715308	-0.0874279659438	-0.135621289338	0.145687769274	0.151288015359	0.0307843531216	0.162560103999	-0.0707672567855	0.0623718988822	-0.0219183260947	-0.145251105132	-0.0471504917423	0.045202955064	0.00840963009306	0.0724464162519	-0.0979600953684	-0.00188729131827	-0.0103410956679	0.0224951607097	0.034604064559	-0.0154791466298	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slovene	0.246174528731	0.24420896246	0.276995434273	0.18734728058	0.040649563387	0.151213255673	-0.00786468558242	0.000749566317043	0.01113746991	-0.0586259177772	-0.0111199311937	0.107533316842	-0.0555868037826	-0.0381701580154	0.0700497690361	-0.0452944212981	0.0128401768653	0.0466371075807	0.0403305677059	-0.0169773713705	0.025189254621	0.154624272124	0.0273953257482	-0.0615127442863	0.00882840470212	0.015741973193	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Finnish	0.0430866122117	0.0583917618292	0.188697031501	0.0314795155844	-0.203206096731	-0.263850941425	0.172743977921	0.0927972772932	-0.11132533109	0.132882533142	-0.115044085003	-0.00788002882741	0.201613461161	0.0750706964633	-0.0299783106979	-0.0320177880367	0.0594088443642	0.226989971065	-0.026581854078	0.128447421973	-0.0408305730913	0.0692885262974	-0.0508747273628	0.060361506602	0.00647872592319	0.0103989831225	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Latvian	-0.165131188936	-0.047680865065	0.321190087553	0.0837527962599	-0.155508380382	-0.066487104716	-0.125757424175	0.0776937513818	0.184897715574	0.0375240475057	-0.279754570207	-0.0999406936839	-0.12122582277	0.0756686825804	-0.140302653061	0.0584429770561	-0.0419356169746	-0.0336349174505	0.134174352449	-0.113339306323	-0.0362516017113	0.0193857198751	-0.0413119242274	-0.0184800450136	-0.0645413426597	-0.00126670612227	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
English	0.280448593252	0.373208321725	-0.0793104309697	-0.00233697329465	0.0969494789011	-0.0430214416868	-0.020795286765	0.102438746594	0.0910473560625	-0.0488268032255	0.0466795267819	0.0228408739972	-0.0164534354747	0.158011444252	0.129925316336	-0.113084116583	-0.0646158109573	0.104107898521	-0.0641395287471	-0.129739351946	0.0348411787184	-0.0858851872514	-0.00967563003063	-0.0586381097476	-0.0178548995012	-0.00332911265982	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Italian	0.205350759352	-0.099107991913	-0.27224625475	0.196582899074	0.0633581484159	-0.0363413763614	-0.0397923434156	0.0482657483179	0.0731116038472	0.1149028795	-0.0121815397097	-0.0194951051172	-0.121236513818	-0.107011132871	0.103568031133	-0.130743589717	0.133861397095	0.0700138958232	0.0183576579256	0.0468267577302	-0.0412125008191	-0.0196752378602	0.0198672469264	-0.0421619826081	-0.0388533428935	-0.0160602917673	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Portuguese	0.155589427849	-0.356935893777	-0.202658858242	0.24602359039	0.0600531537648	-0.0392725793605	-0.0575668361126	-0.10301487071	0.022128578994	-0.0283078327059	0.050264977012	-0.0158110790261	0.0349197765459	-0.0582494772016	-0.145970655947	-0.0364294576904	-0.0287183342814	0.0108688623844	0.00310513038384	-0.0798551768676	0.0260066019639	0.0820205725531	-0.0015141762897	0.118193871173	-0.0238851541741	-0.00939472874042	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Irish	-0.262267549001	-0.251720971142	0.152434749843	-0.201576106637	0.212579248497	0.221245618805	-0.165889448895	0.305059240621	0.00671281040671	-0.00850296684203	-0.0105405094331	-0.0700462205823	0.134173147917	0.0139528219227	0.00741704804549	0.0303659577712	0.0344516838016	0.0854252255282	0.00990924675518	0.0106276572306	0.0998558875737	-0.0773637999077	0.0363628819022	0.0563968696821	-0.014203752696	0.02473383061	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
German	0.118548538459	0.34140242245	-0.171434083213	-0.0558841930686	0.10321778374	-0.010235993537	0.0637055709251	0.137221291391	0.00261212080438	0.0570087634477	-0.152433646771	-0.103481449669	0.134235468242	-0.124690178734	0.041913088568	-0.0797852780151	-0.152391134969	-0.148183617447	0.00778250896301	0.0898462985896	-0.0711366449274	-0.00974311381133	-0.0882520042665	0.00759539573409	-0.00345826795037	-0.0257435866228	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spanish (Lat. Am.)	0.214322549474	-0.331624672589	-0.183936332617	0.137561284452	0.10724292999	0.0436723331305	-0.0685926443557	0.0661805090358	0.0528346399624	0.0551597610244	0.0494703216212	-0.0104980337779	0.0580384070039	-0.0114832868639	-0.130909202012	0.0859849955757	0.086223729799	-0.0433568821414	-0.0150586886589	0.0535751889898	-0.00805828636522	-0.0544271418241	-0.00258738476774	-0.0516387733587	-0.0184206641114	-0.0110919532632	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Strine	-0.211674837599	-0.111598844939	0.0986983142464	-0.00816811089833	0.280326486699	-0.264217974202	-0.0277945102147	0.125631247071	-0.249441140276	-0.216529142337	0.0116174037832	-0.0288432858972	-0.230773552589	-0.115352911947	0.0159625877522	0.0931704513472	-0.187244334019	0.0365617584658	-0.0860520385136	0.0265232790259	-0.0611745690564	0.0570791780413	0.031854218635	-0.000595344379153	-0.0102707129402	-0.00340314719254	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Croatian	0.117121900464	0.146797750615	0.310685304697	0.169478100717	0.0615557941733	0.147905840638	0.00158959123967	0.137831571046	-0.0447668549594	0.175330118717	0.0223363796406	-0.111757155708	-0.112549708348	0.0195759542931	-0.0560634752424	0.171148830084	0.136183739774	-0.107682531928	0.0283332685303	0.0504621408709	-0.0279385542297	-0.0420880548633	0.000409045014152	0.0163606468058	0.0488278116767	-0.0161981183779	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spanish (Spain)	0.130618301639	-0.394896083754	-0.142745745828	0.207847391172	-0.00598415038984	0.105089040863	-0.00724668307173	-0.0204987273854	0.0252904170621	-0.0987403928968	-0.00370886270902	0.0881949345744	0.000802801626918	-0.0223404116637	-0.00644131098102	0.00782906232697	-0.132502303132	0.0649903101737	0.116605933553	0.114988257551	-0.0549864893349	-0.0311877692423	-0.0193734291334	-0.0851057254126	0.0432034304657	0.0187765199835	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Czech / Slovak	0.149047549916	0.136929527509	0.288894735152	0.272700092564	0.177951376356	0.105575742371	-0.0594229294207	-0.149073968009	0.0553774861093	0.0836763315456	0.139362415894	-0.0139953643467	-0.0533658562758	-0.0357377270921	-0.015739867881	-0.129960999466	-0.0826798120026	0.0921601027727	-0.000578281053851	0.032617350225	0.0930975882955	-0.0198430584081	-0.0577921318549	0.0474276446269	-0.0392087776512	0.00512739086233	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Basque	-0.0263027844123	-0.134472447058	0.0248700351453	-0.143956233695	0.0127127915888	-0.130103622001	0.368157815637	0.031780757736	0.0428427674867	0.296034746556	0.00115977524039	0.247758217545	-0.00729464458949	-0.19565450815	-0.131935195258	0.0463724575029	-0.0156100981795	-0.0292946410335	-0.0510047224622	-0.0974746070886	0.0972791046545	-0.00348449849425	-0.0100385281168	-0.0471583617073	-0.0087056713418	-0.000982000463149	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polish	0.228005852692	0.222631841782	0.282052075205	0.122752461224	0.0335385093307	0.189040409295	0.123065827848	-0.129202347221	-0.254274634407	-0.0879124347663	-0.0308162936412	0.0895512016866	0.0828430800775	0.0548529794543	-0.092597611388	-0.0326407886165	-0.00487325033069	-0.0656513144767	-0.0404294487578	-0.000135450079364	-0.00787583359996	-0.0699367868459	0.0496943863545	0.0363905041253	0.0200365894679	-0.011059569282	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Esperanto	0.117400707422	0.0230228132244	-0.0274738793122	-0.181519999978	-0.187979502457	0.180978613817	0.113225955936	0.11922213488	-0.0211586742243	0.12403187603	-0.114189068606	-0.062785464469	-0.0869897571072	0.0149370617904	0.103353157675	0.140772460205	-0.148371449226	0.140465283733	0.0308679254414	-0.0230585189276	-0.000401478722757	-0.0111402347517	0.0792032794152	-0.0221362261363	0.00737908440323	-0.00903397575274	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Occitan	0.274966508159	-0.195885831905	0.0475883639996	-0.0955396719655	-0.211288253697	0.10631700908	0.0146193752967	0.222973993782	-0.00512253411245	-0.0973746420552	0.137775204061	-0.0839241373132	0.0944305757691	-0.0262954893968	0.00309787318209	-0.00263819359255	-0.0558213557042	-0.137173296133	-0.191282612072	0.0341384580292	0.0541215307808	0.0512221922862	-0.0485676254643	-0.0371393642201	-0.0245215468762	0.0173140093128	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Breton	0.0858068450212	0.018871512194	-0.0896093801838	-0.368846996507	0.0729488605677	-0.00416064894547	-0.083831009044	0.116806955762	-0.0319424446132	-0.0599347621381	0.0842699626929	0.0503731964648	-0.112355450518	0.0482503018751	0.131712569045	-0.0128765309454	0.225998141505	-0.007785636518	0.0394739095289	-0.0085826324376	0.031206556479	0.105055303921	-0.0834696453856	0.013607450703	0.00568076050828	-0.0138437490338	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Biplot	0	0

Site constraints	0	0
